┌─────────┐
│ Success │
│ boolean │
├─────────┤
│ 0 rows  │
└─────────┘
┌──────────────────┬─────────┬────────────┬────────────────────────┬────────────────────┐
│       city       │   zip   │ year_built │        bldg_psf        │     bench_p25      │
├──────────────────┼─────────┼────────────┼────────────────────────┼────────────────────┤
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 51.464678178963894     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1968.0     │ 51.68318821165439      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1910.0     │ 52.1464766429137       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1969.0     │ 52.423713235294116     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1958.0     │ 52.80978989718373      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1983.0     │ 52.894416764361075     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 53.06670984455958      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 53.373274434014355     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1959.0     │ 53.56650641025641      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 53.71045751633987      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1959.0     │ 54.560112162635825     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1968.0     │ 54.62292425345958      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1950.0     │ 54.62986577181208      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1985.0     │ 55.09722222222222      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1959.0     │ 55.16483050847457      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1925.0     │ 55.239099859353026     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1980.0     │ 55.27621330137807      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 55.53175895765472      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1986.0     │ 56.29882545752527      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 56.45873917748918      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 56.47740937983164      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1972.0     │ 57.721278567016675     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1974.0     │ 57.84638989169675      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1988.0     │ 58.05241672109732      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 58.2790099009901       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1980.0     │ 58.86890801096558      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 59.14519056261343      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1987.0     │ 59.209139900001944     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1972.0     │ 59.60238593553788      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1917.0     │ 59.7125550660793       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ NULL       │ 60.0                   │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1986.0     │ 60.48253658536586      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1958.0     │ 60.58959368605671      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1974.0     │ 60.61436505932845      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1969.0     │ 60.67768625704957      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1937.0     │ 60.940083604273106     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1983.0     │ 60.97063817037851      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1948.0     │ 61.06479580196213      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1955.0     │ 61.2503591954023       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1938.0     │ 61.52163130338936      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1967.0     │ 61.932867730900796     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1963.0     │ 62.18130397761829      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 2019.0     │ 62.37121762285161      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1912.0     │ 63.0877971473851       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1964.0     │ 63.3349014964223       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1974.0     │ 63.42281639928699      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1932.0     │ 63.52857142857143      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1966.0     │ 63.83599290780142      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1972.0     │ 63.9374613003096       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 64.06623088307845      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1948.0     │ 64.33441383036197      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1960.0     │ 64.45540584949063      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 64.5198636577339       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1956.0     │ 64.67708333333333      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1974.0     │ 64.8852892102336       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1969.0     │ 64.90998617829993      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1969.0     │ 64.99073338628541      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1974.0     │ 65.02154639175258      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1964.0     │ 65.08036012004001      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1941.0     │ 65.0960809102402       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1980.0     │ 65.38198250168253      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1957.0     │ 66.56769160165213      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1978.0     │ 66.87152629328773      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 66.8940332968769       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 67.03986928104575      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 67.32855280312907      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 67.81926406926407      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1988.0     │ 68.0269206214088       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1952.0     │ 68.07431927389216      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 2014.0     │ 68.4874349739896       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1974.0     │ 68.51306367016872      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1926.0     │ 68.65761689291101      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 69.2260960062443       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1960.0     │ 69.30127764802857      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1924.0     │ 69.31125               │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1955.0     │ 69.72989426465877      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1994.0     │ 69.85284083356717      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1966.0     │ 70.02269399707174      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1976.0     │ 70.10741557780418      │ 73.29446091624054  │
